id_venda,data_venda,produto,categoria,quantidade,preco_unitario,forma_pagamento,loja
965,10-05-2024,Carregador USB-C,Eletrônicos,1,"12,98",Pix,Matriz - Recife
6395,02-11-2025,Carregador USB-C,,3,"13,77",Pix,Matriz - Recife
4101,2025-03-26,bermuda jeans,Vestuário,2,"30,94",Pix,Matriz - Recife
5931,2025-09-13,Amendoim Torrado,Alimentos,2,"145,46",pix,Matriz - Recife
6301,23/10/2025,Caderno Universitário,Papelaria,1,"199,55",PIX,Matriz - Recife
5948,2025-09-14,Kit Panelas Antiaderente,Casa e Utilidades,1,"255,10",PIX,Matriz - Recife
6689,21/11/2025,Camiseta Básica,Vestuário,1,"236,68",pix,Matriz - Recife
7222,27-12-2025,Caixa de Som Portátil,Eletrônicos,1,"71,71",Dinheiro,Matriz - Recife
5648,2025-08-14,Camiseta Básica,Vestuário,2,"209,88",pix,Matriz - Recife
2026,22/08/2024,Cabo HDMI,Eletrônicos,4,"60,03",Cartão de Crédito,Matriz - Recife
1527,26/06/2024,Caixa de Som Portátil,Eletrônicos,-1,"76,82",Dinheiro,Matriz - Recife
4946,2025-06-07,Caderno Universitário,Papelaria,1,"203,12",PIX,Matriz - Recife
5815,2025-08-31,Porta Sabonete,Casa e Utilidades,1,"141,80",Cartão de Débito,Matriz - Recife
5583,07-08-2025,Power Bank 10000mAh,Eletrônicos,3,"172,66",Dinheiro,Matriz - Recife
4390,26/04/2025,Organizador de Gaveta,CASA E UTILIDADES,2,"33,79",Cartão de Crédito,Matriz - Recife
5373,18/07/2025,Power Bank 10000mAh,Eletrônicos,2,"172,20",Pix,Matriz - Recife
783,22/04/2024,Caixa de Som Portátil,Eletrônicos,5,"71,55",pix,Matriz - Recife
2451,2024-10-07,Bermuda Jeans,,5,"29,65",Dinheiro,Matriz - Recife
1876,2024-08-04,Água de Coco 500ml,Alimentos,1,"62,56",Cartão de Crédito,Matriz - Recife
6856,02-12-2025,Mouse Sem Fio,Eletrônicos,3,"172,03",Cartão de Crédito,Matriz - Recife
6788,2025-11-27,Carregador USB-C,Eletrônicos,1,"13,11",PIX,Matriz - Recife
4961,08/06/2025,Camiseta Básica,Vestuário,3,"208,87",Cartão de Crédito,Matriz - Recife
1113,22-05-2024,Camiseta Básica,Vestuário,5,"234,09",Cartão de Débito,Matriz - Recife
2184,10/09/2024,organizador de gaveta,Casa e Utilidades,-1,"29,47",Dinheiro,Matriz - Recife
399,2024-03-09,Carregador USB-C,Eletrônicos,5,"13,56",Pix,Matriz - Recife
6749,2025-11-24,Marcador de Texto,Papelaria,1,"94,11",PIX,Matriz - Recife
3500,2025-01-11,Caneta Esferográfica,Papelaria,3,"9,16",Dinheiro,Matriz - Recife
2939,25-11-2024,fone de ouvido bluetooth,Eletrônicos,3,"167,47",PIX,Matriz - Recife
1186,2024-05-29,Jaqueta Corta-Vento,VESTUÁRIO,1,"65,36",PIX,Matriz - Recife
5405,2025-07-21,Caixa de Som Portátil,Eletrônicos,4,"77,63",Dinheiro,Matriz - Recife
4811,29/05/2025,Marcador de Texto,Papelaria,2,"88,36",Cartão de Débito,Matriz - Recife
7220,27/12/2025,Suco de Caju 1L,Alimentos,2,"166,64",Cartão de Crédito,Matriz - Recife
4899,2025-06-04,Chinelo de Dedo,Vestuário,1,"130,91",Pix,Matriz - Recife
6954,08/12/2025,Kit Panelas Antiaderente,Casa e Utilidades,2,"222,53",Cartão de Débito,Matriz - Recife
157,2024-01-28,Organizador de Gaveta,Casa e Utilidades,4,"32,60",Pix,Matriz - Recife
1744,2024-07-18,Café Torrado 500g,ALIMENTOS,3,"14,84",Cartão de Crédito,Matriz - Recife
4564,10-05-2025,Fone de Ouvido Bluetooth,Eletrônicos,2,"166,83",pix,Matriz - Recife
5477,2025-07-27,Bermuda Jeans,Vestuário,1,"30,80",PIX,Matriz - Recife
6585,2025-11-13,Caixa de Som Portátil,Eletrônicos,5,"78,31",Cartão de Débito,Matriz - Recife
1224,2024-06-02,Camiseta Básica,Vestuário,1,"209,09",Cartão de Crédito,Matriz - Recife
6937,2025-12-07,Organizador de Gaveta,,2,"33,36",pix,Matriz - Recife
4965,2025-06-08,Escova de Limpeza,Casa e Utilidades,2,"218,43",Cartão de Crédito,Matriz - Recife
1607,02-07-2024,Mouse Sem Fio,Eletrônicos,-3,"183,44",Dinheiro,Matriz - Recife
2009,20/08/2024,marcador de texto,Papelaria,1,"91,54",pix,Matriz - Recife
1771,22/07/2024,Mochila Escolar,Papelaria,1,"211,10",pix,Matriz - Recife
6181,2025-10-11,Mouse Sem Fio,ELETRÔNICOS,5,"170,32",Cartão de Débito,Matriz - Recife
1928,2024-08-09,Mochila Escolar,Papelaria,1,"192,08",Pix,Matriz - Recife
2108,01-09-2024,Bermuda Jeans,Vestuário,3,"28,21",Dinheiro,Matriz - Recife
812,2024-04-25,chinelo de dedo,Vestuário,1,"127,42",Dinheiro,Matriz - Recife
4008,16-03-2025,Bermuda Jeans,Vestuário,2,"31,29",,Matriz - Recife
1882,2024-08-04,kit panelas antiaderente,Casa e Utilidades,3,"221,72",Pix,Matriz - Recife
431,11-03-2024,Café Torrado 500g,Alimentos,1,"15,27",Cartão de Crédito,Matriz - Recife
4228,2025-04-08,Marcador de Texto,Papelaria,1,"87,80",pix,Matriz - Recife
2900,2024-11-21,Marcador de Texto,,2,"89,90",Cartão de Débito,Matriz - Recife
5209,28/06/2025,Barra de Cereal,Alimentos,1,"142,07",Pix,Matriz - Recife
542,24-03-2024,Cola Bastão,Papelaria,4,"43,00",pix,Matriz - Recife
577,28-03-2024,Mochila Escolar,Papelaria,4,"204,07",Dinheiro,Matriz - Recife
5970,17-09-2025,Power Bank 10000mAh,Eletrônicos,1,"193,43",pix,Matriz - Recife
7247,28-12-2025,Chinelo de Dedo,Vestuário,1,"122,79",Dinheiro,Matriz - Recife
5620,11/08/2025,Fone de Ouvido Bluetooth,Eletrônicos,5,"173,30",Pix,Matriz - Recife
7216,26-12-2025,Amendoim Torrado,Alimentos,3,"150,00",pix,Matriz - Recife
328,2024-02-25,Cabo HDMI,Eletrônicos,1,"63,71",Cartão de Débito,Matriz - Recife
6812,29/11/2025,caixa de som portátil,Eletrônicos,1,"72,46",Cartão de Crédito,Matriz - Recife
3391,28/12/2024,Porta Sabonete,Casa e Utilidades,4,"152,68",pix,Matriz - Recife
1943,11-08-2024,Meia Esportiva,Vestuário,1,"14,23",Pix,Matriz - Recife
420,2024-03-10,Café Torrado 500g,Alimentos,2,"14,58",PIX,Matriz - Recife
6482,2025-11-07,Jaqueta Corta-Vento,Vestuário,1,"59,13",pix,Matriz - Recife
1784,2024-07-24,Kit Panelas Antiaderente,Casa e Utilidades,2,"226,31",Dinheiro,Matriz - Recife
4153,31-03-2025,Cabo HDMI,Eletrônicos,4,"61,35",Pix,Matriz - Recife
5866,2025-09-05,Caneta Esferográfica,Papelaria,1,"9,37",Pix,Matriz - Recife
4091,2025-03-25,Organizador de Gaveta,CASA E UTILIDADES,1,"32,05",Cartão de Crédito,Matriz - Recife
831,26-04-2024,Cola Bastão,Papelaria,1,"45,38",Dinheiro,Matriz - Recife
3808,22-02-2025,Café Torrado 500g,ALIMENTOS,2,"13,82",PIX,Matriz - Recife
5714,2025-08-21,Vela Aromática,Casa e Utilidades,3,"30,71",Cartão de Crédito,Matriz - Recife
5251,03/07/2025,Jaqueta Corta-Vento,Vestuário,1,"58,13",Cartão de Crédito,Matriz - Recife
906,2024-05-04,Caderno Universitário,Papelaria,1,"215,36",Cartão de Crédito,Matriz - Recife
2994,29-11-2024,Marcador de Texto,Papelaria,4,"91,35",Cartão de Crédito,Matriz - Recife
256,13-02-2024,Bermuda Jeans,Vestuário,-1,"28,58",Dinheiro,Matriz - Recife
3764,16-02-2025,Fone de Ouvido Bluetooth,Eletrônicos,2,"166,57",PIX,Matriz - Recife
4332,19-04-2025,Suco de Caju 1L,ALIMENTOS,1,"171,59",Pix,Matriz - Recife
185,01/02/2024,Chinelo de Dedo,Vestuário,1,"140,72",Cartão de Débito,Matriz - Recife
6777,26-11-2025,Estojo Simples,Papelaria,5,"168,04",Pix,Matriz - Recife
2483,11-10-2024,Cabo HDMI,,2,"59,99",Cartão de Crédito,Matriz - Recife
4560,09/05/2025,Kit Panelas Antiaderente,Casa e Utilidades,1,"222,62",Pix,Matriz - Recife
1869,2024-08-03,Café Torrado 500g,Alimentos,5,"14,10",PIX,Matriz - Recife
6632,18/11/2025,escova de limpeza,Casa e Utilidades,1,"222,95",PIX,Matriz - Recife
4986,2025-06-10,Porta Sabonete,,2,"157,04",Pix,Matriz - Recife
6912,05/12/2025,Jaqueta Corta-Vento,Vestuário,1,"59,51",Cartão de Débito,Matriz - Recife
1268,05-06-2024,Mochila Escolar,Papelaria,2,"204,57",PIX,Matriz - Recife
5004,11-06-2025,Escova de Limpeza,Casa e Utilidades,-1,"197,48",pix,Matriz - Recife
1376,13-06-2024,Cola Bastão,,1,"43,02",Cartão de Débito,Matriz - Recife
4727,24/05/2025,caixa de som portátil,Eletrônicos,1,"71,20",,Matriz - Recife
5192,27-06-2025,Biscoito Recheado,ALIMENTOS,3,"59,50",Cartão de Crédito,Matriz - Recife
6054,28/09/2025,Meia Esportiva,Vestuário,2,"16,33",PIX,matriz-recife
887,02/05/2024,Kit Panelas Antiaderente,Casa e Utilidades,1,"237,93",Pix,Matriz - Recife
4023,18-03-2025,Meia Esportiva,Vestuário,2,"14,26",Dinheiro,Matriz - Recife
300,21/02/2024,Carregador USB-C,,2,"14,35",PIX,Matriz - Recife
648,2024-04-06,Carregador USB-C,Eletrônicos,5,"14,14",Dinheiro,Matriz - Recife
5742,2025-08-24,Biscoito Recheado,Alimentos,2,"55,31",Cartão de Crédito,Matriz - Recife
7268,29/12/2025,Carregador USB-C,Eletrônicos,4,"13,39",Dinheiro,Matriz - Recife
7080,2025-12-17,Vela Aromática,Casa e Utilidades,3,"28,92",pix,Matriz - Recife
3057,03-12-2024,Jogo de Toalhas,Casa e Utilidades,1,"87,01",PIX,Matriz - Recife
1503,2024-06-25,Fone de Ouvido Bluetooth,ELETRÔNICOS,3,"175,22",Pix,Matriz - Recife
2396,2024-10-03,Camiseta Básica,VESTUÁRIO,2,"222,92",PIX,Matriz - Recife
5030,14/06/2025,Jaqueta Corta-Vento,VESTUÁRIO,1,"57,17",Pix,Matriz - Recife
2193,2024-09-10,Chinelo de Dedo,Vestuário,3,"125,46",Cartão de Crédito,Matriz - Recife
2987,2024-11-28,Água de Coco 500ml,ALIMENTOS,1,"64,24",Dinheiro,Matriz - Recife
2635,28-10-2024,Suco de Caju 1L,Alimentos,4,"158,39",Cartão de Crédito,Matriz - Recife
4997,2025-06-11,jogo de toalhas,CASA E UTILIDADES,-2,"91,47",Dinheiro,Matriz - Recife
6346,2025-10-27,Porta Sabonete,Casa e Utilidades,5,"147,78",pix,Matriz - Recife
3293,22/12/2024,Jaqueta Corta-Vento,Vestuário,1,"61,01",Cartão de Crédito,Matriz - Recife
962,09-05-2024,Jaqueta Corta-Vento,Vestuário,1,"62,13",Dinheiro,Matriz - Recife
4566,10-05-2025,Bermuda Jeans,Vestuário,1,"30,55",Dinheiro,Matriz - Recife
4614,14-05-2025,Bermuda Jeans,Vestuário,2,"26,72",Dinheiro,Matriz - Recife
4137,29/03/2025,Caderno Universitário,Papelaria,2,"199,78",pix,Matriz - Recife
5538,03/08/2025,Power Bank 10000mAh,Eletrônicos,2,"185,18",Cartão de Débito,Matriz - Recife
1950,2024-08-11,Mouse Sem Fio,,2,"165,33",Dinheiro,Matriz - Recife
4784,28-05-2025,Power Bank 10000mAh,Eletrônicos,5,"195,16",Dinheiro,Matriz - Recife
7281,30/12/2025,Café Torrado 500g,ALIMENTOS,2,"13,47",Cartão de Débito,Matriz - Recife
5743,2025-08-24,Cola Bastão,Papelaria,-3,"43,82",Pix,Matriz - Recife
356,29/02/2024,Organizador de Gaveta,,1,"33,26",Pix,Matriz - Recife
2432,06/10/2024,mouse sem fio,ELETRÔNICOS,1,"159,39",Pix,Matriz - Recife
2317,2024-09-24,Porta Sabonete,Casa e Utilidades,1,"158,15",pix,Matriz - Recife
1305,08-06-2024,Escova de Limpeza,Casa e Utilidades,4,"214,66",Cartão de Crédito,Matriz - Recife
5258,04/07/2025,Caneta Esferográfica,Papelaria,5,"9,43",Cartão de Crédito,Matriz - Recife
3277,21/12/2024,Barra de Cereal,Alimentos,5,"149,22",Pix,Matriz - Recife
5436,23/07/2025,Água de Coco 500ml,Alimentos,1,"63,95",Cartão de Débito,Matriz - Recife
6436,04-11-2025,Caderno Universitário,Papelaria,3,"211,12",Cartão de Crédito,Matriz - Recife
5379,19/07/2025,Organizador de Gaveta,CASA E UTILIDADES,3,"31,64",Cartão de Crédito,Matriz - Recife
5444,2025-07-24,porta sabonete,Casa e Utilidades,2,"164,97",PIX,Matriz - Recife
6473,06-11-2025,Biscoito Recheado,Alimentos,3,"53,33",pix,Matriz - Recife
357,29-02-2024,Biscoito Recheado,Alimentos,1,"53,04",PIX,Matriz - Recife
5481,27-07-2025,Chinelo de Dedo,Vestuário,1,"122,39",pix,Matriz - Recife
7197,25/12/2025,água de coco 500ml,,2,"61,58",pix,Matriz - Recife
1041,16/05/2024,Estojo Simples,Papelaria,2,"167,62",Pix,Matriz - Recife
5632,13-08-2025,Vela Aromática,CASA E UTILIDADES,1,"32,70",Cartão de Débito,Matriz - Recife
354,2024-02-28,Barra de Cereal,ALIMENTOS,2,"138,86",PIX,Matriz - Recife
541,24-03-2024,Suco de Caju 1L,ALIMENTOS,1,"163,83",Pix,Matriz - Recife
2542,18-10-2024,Marcador de Texto,Papelaria,3,"86,34",Cartão de Crédito,Matriz - Recife
1245,04/06/2024,Marcador de Texto,Papelaria,3,"83,45",Cartão de Crédito,Matriz - Recife
169,29/01/2024,Amendoim Torrado,Alimentos,1,"154,64",PIX,Matriz - Recife
1756,20-07-2024,Cola Bastão,Papelaria,2,"42,70",Dinheiro,Matriz - Recife
6066,29-09-2025,Escova de Limpeza,Casa e Utilidades,2,"224,06",Pix,Matriz - Recife
2291,22-09-2024,Estojo Simples,Papelaria,2,"165,07",Pix,Matriz - Recife
1874,03-08-2024,Caderno Universitário,Papelaria,1,"218,13",Cartão de Débito,Matriz - Recife
5610,2025-08-10,Mouse Sem Fio,Eletrônicos,3,"180,98",Pix,Matriz - Recife
604,2024-03-31,caderno universitário,Papelaria,1,"203,82",Pix,Matriz - Recife
5611,10-08-2025,Cola Bastão,Papelaria,1,"43,24",Dinheiro,Matriz - Recife
2787,13-11-2024,Estojo Simples,Papelaria,1,"168,73",Cartão de Crédito,Matriz - Recife
7091,18-12-2025,Escova de Limpeza,Casa e Utilidades,2,"206,73",PIX,Matriz - Recife
4513,05-05-2025,Vela Aromática,Casa e Utilidades,5,"31,66",Cartão de Crédito,Matriz - Recife
3800,21-02-2025,Jogo de Toalhas,Casa e Utilidades,4,"90,90",Dinheiro,Matriz - Recife
5,01-01-2024,Caneta Esferográfica,Papelaria,1,"9,18",Cartão de Crédito,Matriz - Recife
6156,08-10-2025,caderno universitário,,1,"194,50",Cartão de Débito,Matriz - Recife
1446,21-06-2024,Porta Sabonete,Casa e Utilidades,3,"142,68",,Matriz - Recife
1310,2024-06-08,Vela Aromática,Casa e Utilidades,1,"31,01",,Matriz - Recife
6298,2025-10-23,Suco de Caju 1L,Alimentos,1,"163,07",Cartão de Débito,Matriz - Recife
3398,29-12-2024,Bermuda Jeans,Vestuário,2,"28,69",Cartão de Crédito,Matriz - Recife
3842,28/02/2025,Power Bank 10000mAh,Eletrônicos,3,"186,46",Dinheiro,Matriz - Recife
2682,03-11-2024,fone de ouvido bluetooth,Eletrônicos,1,"164,31",Pix,Matriz - Recife
4435,01/05/2025,café torrado 500g,Alimentos,1,"14,72",Cartão de Crédito,Matriz - Recife
2079,2024-08-28,Organizador de Gaveta,Casa e Utilidades,4,"30,40",Cartão de Débito,Matriz - Recife
3331,25/12/2024,Bermuda Jeans,Vestuário,1,"28,39",Pix,Matriz - Recife
3190,14/12/2024,Meia Esportiva,Vestuário,2,"16,28",Cartão de Crédito,Matriz - Recife
842,27/04/2024,Amendoim Torrado,Alimentos,2,"149,09",Dinheiro,Matriz - Recife
814,25/04/2024,Meia Esportiva,Vestuário,3,"15,69",pix,Matriz - Recife
3839,2025-02-28,Mouse Sem Fio,Eletrônicos,-3,"167,37",Cartão de Débito,Matriz - Recife
6712,22-11-2025,Água de Coco 500ml,ALIMENTOS,2,"61,11",Dinheiro,Matriz - Recife
6584,2025-11-13,Carregador USB-C,Eletrônicos,2,"14,61",Pix,Matriz - Recife
2150,05/09/2024,Vela Aromática,Casa e Utilidades,4,"30,09",Dinheiro,Matriz - Recife
4604,13-05-2025,Power Bank 10000mAh,,1,"175,60",pix,Matriz - Recife
4859,01-06-2025,Caneta Esferográfica,Papelaria,1,"10,20",Cartão de Débito,Matriz - Recife
5900,2025-09-09,Estojo Simples,Papelaria,3,"170,07",pix,Matriz - Recife
4887,03-06-2025,Caderno Universitário,Papelaria,1,"209,95",Cartão de Crédito,Matriz - Recife
62,2024-01-10,Boné Aba Reta,Vestuário,3,"102,56",Pix,Matriz - Recife
2550,18-10-2024,Meia Esportiva,Vestuário,2,"15,49",Cartão de Crédito,Matriz - Recife
362,2024-03-01,Carregador USB-C,Eletrônicos,2,"14,31",PIX,Matriz - Recife
1690,2024-07-12,Bermuda Jeans,VESTUÁRIO,4,"30,05",Cartão de Crédito,Matriz - Recife
6214,2025-10-14,bermuda jeans,Vestuário,2,"30,43",pix,Matriz - Recife
86,15/01/2024,Mouse Sem Fio,Eletrônicos,3,"183,01",Pix,Matriz - Recife
2997,29/11/2024,Meia Esportiva,Vestuário,1,"15,12",PIX,Matriz - Recife
4901,04/06/2025,Vela Aromática,,1,"28,94",Pix,Matriz - Recife
1119,23/05/2024,Cola Bastão,Papelaria,1,"42,63",PIX,Matriz - Recife
7302,2025-12-31,Bermuda Jeans,Vestuário,3,"28,43",Cartão de Crédito,Matriz - Recife
768,20/04/2024,Café Torrado 500g,Alimentos,4,"14,74",Cartão de Débito,Matriz - Recife
5353,2025-07-16,Escova de Limpeza,Casa e Utilidades,2,"199,99",PIX,Matriz - Recife
6057,28/09/2025,Barra de Cereal,,1,"130,97",PIX,Matriz - Recife
4405,28-04-2025,Escova de Limpeza,CASA E UTILIDADES,3,"201,15",pix,Matriz - Recife
384,2024-03-06,Jaqueta Corta-Vento,Vestuário,1,"59,75",,Matriz - Recife
1769,21/07/2024,Escova de Limpeza,Casa e Utilidades,4,"199,14",pix,Matriz - Recife
2165,07/09/2024,Carregador USB-C,Eletrônicos,1,"15,16",pix,Matriz - Recife
2324,2024-09-25,cola bastão,Papelaria,5,"49,03",PIX,Matriz - Recife
528,22-03-2024,boné aba reta,Vestuário,1,"106,01",pix,Matriz - Recife
2880,19/11/2024,Power Bank 10000mAh,ELETRÔNICOS,1,"192,81",Cartão de Crédito,Matriz - Recife
3603,27-01-2025,Café Torrado 500g,Alimentos,1,"13,98",Dinheiro,Matriz - Recife
5170,26-06-2025,Café Torrado 500g,Alimentos,5,"14,35",Dinheiro,Matriz - Recife
3678,05-02-2025,camiseta básica,Vestuário,4,"239,85",Cartão de Crédito,Matriz - Recife
2264,19-09-2024,água de coco 500ml,Alimentos,1,"63,80",Pix,Matriz - Recife
4742,25/05/2025,Suco de Caju 1L,Alimentos,2,"173,13",Dinheiro,Matriz - Recife
5857,04/09/2025,Meia Esportiva,,3,"16,15",pix,Matriz - Recife
2984,28-11-2024,Bermuda Jeans,Vestuário,1,"29,30",PIX,Matriz - Recife
3991,15/03/2025,meia esportiva,Vestuário,1,"16,01",Cartão de Débito,Matriz - Recife
4106,27-03-2025,power bank 10000mah,Eletrônicos,2,"181,97",Pix,Matriz - Recife
3575,24-01-2025,Kit Panelas Antiaderente,Casa e Utilidades,1,"220,89",Cartão de Débito,Matriz - Recife
5627,12/08/2025,Fone de Ouvido Bluetooth,ELETRÔNICOS,2,"158,84",Pix,Matriz - Recife
4830,30/05/2025,Barra de Cereal,Alimentos,3,"133,75",Dinheiro,Matriz - Recife
5214,29/06/2025,vela aromática,Casa e Utilidades,4,"28,16",PIX,Matriz - Recife
4612,2025-05-14,água de coco 500ml,Alimentos,1,"62,01",Cartão de Débito,Matriz - Recife
6982,11/12/2025,Cola Bastão,Papelaria,2,"48,74",Dinheiro,Matriz - Recife
5539,03/08/2025,Caderno Universitário,Papelaria,1,"209,52",Dinheiro,Matriz - Recife
6291,22/10/2025,Marcador de Texto,Papelaria,1,"93,26",pix,Matriz - Recife
4494,2025-05-04,Power Bank 10000mAh,Eletrônicos,2,"171,59",Cartão de Crédito,Matriz - Recife
2380,01/10/2024,Estojo Simples,PAPELARIA,4,"176,06",Pix,Matriz - Recife
5180,2025-06-26,Power Bank 10000mAh,Eletrônicos,1,"199,28",Cartão de Débito,Matriz - Recife
4865,2025-06-01,Estojo Simples,Papelaria,2,"187,09",pix,Matriz - Recife
234,2024-02-10,Marcador de Texto,Papelaria,2,"95,54",Cartão de Crédito,Matriz - Recife
6528,09-11-2025,Barra de Cereal,Alimentos,4,"149,36",Dinheiro,Matriz - Recife
5585,07-08-2025,Biscoito Recheado,Alimentos,1,"58,78",Dinheiro,Matriz - Recife
3556,21/01/2025,mochila escolar,Papelaria,1,"187,67",PIX,Matriz - Recife
3254,2024-12-19,Jogo de Toalhas,Casa e Utilidades,1,"94,05",PIX,Matriz - Recife
2711,05/11/2024,Barra de Cereal,Alimentos,1,"130,78",pix,Matriz - Recife
1785,2024-07-24,Camiseta Básica,Vestuário,2,"223,94",Cartão de Crédito,Matriz - Recife
1506,25-06-2024,Biscoito Recheado,Alimentos,1,"57,88",PIX,Matriz - Recife
2053,24/08/2024,Suco de Caju 1L,Alimentos,3,"162,94",Cartão de Crédito,Matriz - Recife
1908,2024-08-07,porta sabonete,CASA E UTILIDADES,3,"153,72",PIX,Matriz - Recife
1970,2024-08-15,escova de limpeza,CASA E UTILIDADES,1,"214,83",Cartão de Débito,Matriz - Recife
6944,08-12-2025,Estojo Simples,PAPELARIA,1,"171,18",pix,Matriz - Recife
5559,04/08/2025,Boné Aba Reta,Vestuário,2,"108,06",Cartão de Débito,Matriz - Recife
790,2024-04-22,Escova de Limpeza,Casa e Utilidades,1,"220,77",PIX,Matriz - Recife
6004,21/09/2025,camiseta básica,,1,"220,76",Cartão de Crédito,Matriz - Recife
1610,2024-07-03,Cabo HDMI,ELETRÔNICOS,5,"66,07",pix,Matriz - Recife
3853,02-03-2025,Porta Sabonete,Casa e Utilidades,1,"157,07",PIX,Matriz - Recife
1749,19/07/2024,Suco de Caju 1L,Alimentos,1,"170,74",Pix,Matriz - Recife
4241,09-04-2025,Escova de Limpeza,Casa e Utilidades,1,"220,02",Pix,Matriz - Recife
128,23/01/2024,Caderno Universitário,Papelaria,2,"219,57",PIX,Matriz - Recife
6466,2025-11-06,Café Torrado 500g,Alimentos,2,"14,26",Cartão de Débito,Matriz - Recife
159,28/01/2024,Boné Aba Reta,Vestuário,2,"105,26",Pix,Matriz - Recife
5576,06-08-2025,Biscoito Recheado,Alimentos,2,"58,81",Cartão de Crédito,Matriz - Recife
1671,10/07/2024,Barra de Cereal,Alimentos,-1,"132,83",Cartão de Débito,Matriz - Recife
3973,2025-03-12,Marcador de Texto,PAPELARIA,-2,"96,74",Dinheiro,Matriz - Recife
4165,01/04/2025,Kit Panelas Antiaderente,Casa e Utilidades,1,"227,23",PIX,Matriz - Recife
4888,2025-06-03,jaqueta corta-vento,Vestuário,2,"63,11",Cartão de Crédito,Matriz - Recife
1896,05-08-2024,Vela Aromática,Casa e Utilidades,1,"29,01",Dinheiro,Matriz - Recife
3491,2025-01-09,mouse sem fio,Eletrônicos,2,"163,71",Pix,Matriz - Recife
476,2024-03-16,Cola Bastão,Papelaria,2,"42,64",,Matriz - Recife
5471,26/07/2025,Carregador USB-C,Eletrônicos,4,"13,26",Dinheiro,Matriz - Recife
2387,02/10/2024,Chinelo de Dedo,,4,"135,07",Pix,Matriz - Recife
2095,31/08/2024,Fone de Ouvido Bluetooth,Eletrônicos,4,"152,39",pix,Matriz - Recife
497,18/03/2024,Jogo de Toalhas,Casa e Utilidades,4,"92,26",Cartão de Crédito,Matriz - Recife
4159,31/03/2025,Fone de Ouvido Bluetooth,Eletrônicos,2,"165,11",Cartão de Débito,Matriz - Recife
3526,16-01-2025,Mouse Sem Fio,Eletrônicos,2,"174,19",Cartão de Crédito,Matriz - Recife
1288,07-06-2024,Marcador de Texto,Papelaria,2,"96,46",Cartão de Débito,Matriz - Recife
6786,27/11/2025,Água de Coco 500ml,Alimentos,4,"61,39",Cartão de Crédito,Matriz - Recife
1576,30/06/2024,Escova de Limpeza,Casa e Utilidades,1,"197,76",Cartão de Débito,Matriz - Recife
3288,2024-12-21,Power Bank 10000mAh,Eletrônicos,1,"192,63",Dinheiro,Matriz - Recife
6744,2025-11-24,Estojo Simples,Papelaria,5,"167,57",Cartão de Débito,Matriz - Recife
6115,04-10-2025,Porta Sabonete,Casa e Utilidades,4,"149,17",PIX,Matriz - Recife
5109,2025-06-21,Cabo HDMI,Eletrônicos,3,"57,99",PIX,Matriz - Recife
5669,15/08/2025,Amendoim Torrado,,3,"162,44",Dinheiro,Matriz - Recife
7150,2025-12-23,Carregador USB-C,Eletrônicos,1,"14,66",Dinheiro,Matriz - Recife
712,13/04/2024,Carregador USB-C,Eletrônicos,1,"14,65",pix,Matriz - Recife
6548,10/11/2025,Amendoim Torrado,Alimentos,1,"154,43",Cartão de Débito,Matriz - Recife
6387,01-11-2025,Camiseta Básica,Vestuário,3,"213,90",Cartão de Débito,Matriz - Recife
4245,10-04-2025,Fone de Ouvido Bluetooth,ELETRÔNICOS,1,"161,48",Cartão de Débito,Matriz - Recife
2561,2024-10-20,Caderno Universitário,Papelaria,4,"192,42",Cartão de Crédito,Matriz - Recife
7267,29/12/2025,Caixa de Som Portátil,Eletrônicos,2,"68,76",Cartão de Crédito,Matriz - Recife
3567,2025-01-23,Café Torrado 500g,Alimentos,1,"14,96",Cartão de Crédito,Matriz - Recife
1788,24-07-2024,caderno universitário,Papelaria,4,"189,55",Dinheiro,Matriz - Recife
6367,30/10/2025,Organizador de Gaveta,Casa e Utilidades,2,"31,83",Cartão de Crédito,Matriz - Recife
2017,20/08/2024,Suco de Caju 1L,Alimentos,1,"153,18",pix,Matriz - Recife
2660,2024-11-01,Kit Panelas Antiaderente,Casa e Utilidades,4,"257,09",Cartão de Débito,Matriz - Recife
3048,02-12-2024,Jogo de Toalhas,Casa e Utilidades,1,"94,98",Pix,Matriz - Recife
2725,07-11-2024,Bermuda Jeans,Vestuário,1,"30,72",PIX,Matriz - Recife
7246,28/12/2025,Escova de Limpeza,Casa e Utilidades,1,"199,07",Pix,Matriz - Recife
3489,08/01/2025,Amendoim Torrado,Alimentos,1,"159,48",Cartão de Crédito,Matriz - Recife
6442,04-11-2025,Biscoito Recheado,Alimentos,1,"54,45",Cartão de Crédito,Matriz - Recife
441,2024-03-12,Chinelo de Dedo,VESTUÁRIO,2,"124,10",Pix,Matriz - Recife
6630,17/11/2025,Caneta Esferográfica,,1,"8,95",pix,Matriz - Recife
2779,12-11-2024,Jogo de Toalhas,Casa e Utilidades,1,"96,15",pix,Matriz - Recife
1125,23/05/2024,Jaqueta Corta-Vento,Vestuário,2,"64,81",Pix,Matriz - Recife
660,08-04-2024,Mouse Sem Fio,Eletrônicos,2,"172,82",pix,Matriz - Recife
6121,05-10-2025,Mouse Sem Fio,Eletrônicos,2,"168,98",Cartão de Crédito,Matriz - Recife
5547,03/08/2025,Suco de Caju 1L,Alimentos,1,"166,80",Dinheiro,Matriz - Recife
